id;the_geom;id;sub_area;type;types;flats;height;levels
buildings_lambert93.4691;MULTIPOLYGON (((911444.7255056088 6234017.553148018, 911447.9528798942 6234018.4380693715, 911449.393108278 6234014.258522916, 911447.45595088 6234013.749792577, 911447.817837332 6234012.649348095, 911446.2836441491 6234012.265122832, 911444.7255056088 6234017.553148018)));7982;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4692;MULTIPOLYGON (((911165.3401570474 6234071.319370989, 911166.5106405712 6234067.909550118, 911168.2814988504 6234068.523962603, 911169.2080122407 6234065.106119295, 911164.3724164765 6234063.6122749625, 911162.1164294159 6234070.323476352, 911165.3401570474 6234071.319370989)));7983;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4693;MULTIPOLYGON (((911247.7038183822 6234468.025291029, 911247.3466075168 6234461.561875869, 911241.9758966523 6234461.496424419, 911242.0041816956 6234468.0602536965, 911247.7038183822 6234468.025291029)));7984;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4694;MULTIPOLYGON (((911464.2511582715 6233659.459353997, 911469.4244570128 6233653.177996014, 911465.7190660513 6233649.496418621, 911460.0687693064 6233655.428364248, 911464.2511582715 6233659.459353997)));7985;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4695;MULTIPOLYGON (((911375.9625935898 6234773.360700221, 911381.8639949549 6234769.6617394155, 911380.3921679488 6234767.388576981, 911374.4240820173 6234770.640402345, 911375.9625935898 6234773.360700221)));7987;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.4696;MULTIPOLYGON (((910822.6042621703 6235350.385568511, 910824.0823967584 6235349.989167801, 910824.6781280825 6235351.677249387, 910827.4681328692 6235350.990224134, 910825.990540609 6235343.93392189, 910821.463879103 6235345.453798327, 910822.6042621703 6235350.385568511)));7988;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4697;MULTIPOLYGON (((911485.7831385833 6233534.693737474, 911478.2686092707 6233537.894610428, 911479.6118131144 6233541.6096449, 911486.9417223769 6233539.070112672, 911485.7831385833 6233534.693737474)));7989;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4698;MULTIPOLYGON (((911037.2182474799 6234798.925694675, 911038.4445249918 6234806.196286626, 911042.924135404 6234806.121053239, 911042.8929851735 6234802.115562709, 911040.2909145193 6234802.030036874, 911040.1565348216 6234798.688564465, 911037.2182474799 6234798.925694675)));7990;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4699;MULTIPOLYGON (((912389.641536835 6235050.195552899, 912387.821931256 6235043.683685123, 912383.468307806 6235044.874501392, 912384.045290558 6235047.118303114, 912381.6578502122 6235047.929216432, 912382.9817899069 6235052.199970373, 912389.641536835 6235050.195552899)));7991;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.4700;MULTIPOLYGON (((911756.9519976487 6235347.764325253, 911762.8681930128 6235358.415566427, 911766.1014968276 6235356.631215089, 911763.4726387807 6235352.42880355, 911764.8065473654 6235351.471684188, 911761.6745000632 6235345.250442913, 911756.9519976487 6235347.764325253)));7993;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4701;MULTIPOLYGON (((911808.3074424069 6234311.518787474, 911811.3039482781 6234307.0569512835, 911797.2663281201 6234298.251223365, 911795.3599863021 6234301.747898919, 911805.8744567066 6234308.768870505, 911805.2795542565 6234309.527899974, 911808.3074424069 6234311.518787474)));7994;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4702;MULTIPOLYGON (((910828.9066754533 6234970.05835487, 910826.4078767089 6234969.308894976, 910822.5424031975 6234970.516789624, 910822.9390664712 6234973.310687158, 910829.0739927514 6234972.399782362, 910828.9066754533 6234970.05835487)));7995;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4703;MULTIPOLYGON (((912081.5280791705 6234449.237072146, 912086.2843835016 6234445.723376653, 912084.2361438194 6234443.653475525, 912079.808785939 6234447.06680103, 912081.5280791705 6234449.237072146)));7996;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4704;MULTIPOLYGON (((912089.9709449849 6234878.775351587, 912089.697074719 6234877.209004574, 912087.734533654 6234877.477885476, 912087.3237272705 6234875.128365078, 912082.903421223 6234875.872242741, 912083.5954413584 6234879.565880535, 912089.9709449849 6234878.775351587)));7997;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.4705;MULTIPOLYGON (((911063.3588060999 6234964.524163233, 911075.8013942577 6234959.927616908, 911072.0973840915 6234948.793577159, 911060.249535384 6234952.6310364045, 911063.3588060999 6234964.524163233)));7998;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4706;MULTIPOLYGON (((911556.5370587729 6234883.86914988, 911562.0033807999 6234883.493084866, 911561.2201252943 6234872.67743951, 911554.6930535841 6234873.129790611, 911555.3913451585 6234884.053870725, 911556.5370587729 6234883.86914988)));7999;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.4707;MULTIPOLYGON (((911185.634880937 6234592.903291177, 911194.4016225633 6234591.189395024, 911191.9136702461 6234580.206490256, 911188.1474822795 6234580.861267132, 911187.7107413363 6234579.289606428, 911182.8654985924 6234580.5763090635, 911185.634880937 6234592.903291177)));8000;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4708;MULTIPOLYGON (((911527.5245876773 6234981.245353337, 911521.6708718443 6234983.499682737, 911522.7213913806 6234986.203939095, 911529.5142469803 6234985.092904265, 911531.431245443 6234981.262823936, 911530.9023264004 6234980.021809707, 911527.5245876773 6234981.245353337)));8001;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4709;MULTIPOLYGON (((911287.4090721965 6235057.433032104, 911287.2372137691 6235062.655427627, 911292.7143312714 6235061.945789739, 911291.9917678164 6235056.693959875, 911287.4090721965 6235057.433032104)));8002;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4710;MULTIPOLYGON (((911402.2385680221 6234009.813862021, 911407.7393857527 6234010.884842196, 911409.2966482203 6234003.149587137, 911403.7885080063 6234002.300836798, 911402.2385680221 6234009.813862021)));8003;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4711;MULTIPOLYGON (((911660.4145682065 6234478.61287546, 911654.810895827 6234478.205691921, 911654.4497363524 6234481.753333112, 911658.589667966 6234482.112267232, 911660.4145682065 6234478.61287546)));8004;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4712;MULTIPOLYGON (((911191.790148519 6233764.621732969, 911189.9105173186 6233769.788015262, 911195.3786836823 6233771.85885834, 911197.261973131 6233766.581461804, 911191.790148519 6233764.621732969)));8005;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4713;MULTIPOLYGON (((911131.0040579742 6234407.456954931, 911131.4691127134 6234405.692477241, 911126.9507980342 6234401.984377427, 911121.7792124684 6234400.813219787, 911120.8637213579 6234403.897714981, 911131.0040579742 6234407.456954931)));8006;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4714;MULTIPOLYGON (((912033.293050064 6234852.32031909, 912045.1759128077 6234852.379031644, 912045.3037630774 6234846.042816274, 912047.4216005809 6234846.001522294, 912047.5934878087 6234838.3319318425, 912033.3561550793 6234838.084227812, 912033.293050064 6234852.32031909)));8007;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.4715;MULTIPOLYGON (((912283.6664436342 6234175.82355432, 912288.8338505487 6234174.6595465, 912285.5526841992 6234163.093721667, 912280.2892530633 6234164.699503875, 912283.6664436342 6234175.82355432)));8008;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4716;MULTIPOLYGON (((911522.7523891842 6233727.349125024, 911529.0126253291 6233732.560961141, 911534.1786146099 6233726.501890283, 911526.184051033 6233719.564377956, 911520.8554076612 6233725.61809805, 911522.7523891842 6233727.349125024)));8009;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4717;MULTIPOLYGON (((912000.3784754045 6234150.446684857, 912008.2680328051 6234155.60155448, 912009.4652501924 6234153.861301034, 912001.1207692402 6234147.690284359, 912000.3784754045 6234150.446684857)));8010;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4718;MULTIPOLYGON (((911146.7638144777 6233601.292556903, 911144.40794291 6233598.65666697, 911140.1432122069 6233602.076009908, 911142.957837129 6233605.616870648, 911146.5463545611 6233602.953950119, 911145.8472654528 6233601.929839309, 911146.7638144777 6233601.292556903)));8011;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4719;MULTIPOLYGON (((911495.1727780447 6233964.041326034, 911493.1449359315 6233968.757692969, 911497.1298736918 6233968.888935852, 911498.470519991 6233965.262298299, 911495.1727780447 6233964.041326034)));8012;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4720;MULTIPOLYGON (((911019.6509918498 6234109.8008988, 911019.702111732 6234108.245278568, 911017.4250538659 6234108.17045163, 911017.3380925732 6234103.384457909, 911015.2236800978 6234103.314976502, 911015.3298935886 6234109.992610006, 911019.6509918498 6234109.8008988)));8013;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4721;MULTIPOLYGON (((911280.5790782967 6234829.621021368, 911297.3599573283 6234831.730524934, 911298.4071247241 6234824.645925213, 911301.1681583809 6234824.848022573, 911302.8157080284 6234811.887708408, 911283.281050446 6234809.353869471, 911280.5790782967 6234829.621021368)));8014;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4722;MULTIPOLYGON (((910956.3413428525 6235218.960864921, 910959.1814581247 6235241.523613173, 910964.0042549747 6235240.903437877, 910962.4578050437 6235218.605663806, 910956.3413428525 6235218.960864921)));8015;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4723;MULTIPOLYGON (((912539.4550225632 6235292.530243259, 912536.1569975239 6235283.967152856, 912532.0363941651 6235285.499282681, 912530.1581626054 6235280.765208668, 912522.7300430897 6235283.856393068, 912527.8250080012 6235297.150857445, 912539.4550225632 6235292.530243259)));8016;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4724;MULTIPOLYGON (((911450.6485646183 6233934.098645006, 911448.1409446644 6233941.023950622, 911460.1267385258 6233945.423121529, 911463.0775882605 6233937.400054564, 911455.3544786017 6233934.587309698, 911454.992587316 6233935.687754406, 911450.6485646183 6233934.098645006)));8017;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4725;MULTIPOLYGON (((911949.3158284185 6233911.716450278, 911957.1304577253 6233911.751905338, 911957.0704961717 6233908.635305944, 911949.4998411504 6233908.607903496, 911949.3158284185 6233911.716450278)));8018;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4726;MULTIPOLYGON (((911881.0513404579 6234556.858050377, 911882.1841633713 6234549.665098725, 911874.0003862577 6234548.505168649, 911873.0968602425 6234556.150631015, 911881.0513404579 6234556.858050377)));8019;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4727;MULTIPOLYGON (((910901.0293318386 6235111.248158979, 910894.6980393289 6235110.706486832, 910893.7409705309 6235120.018777422, 910902.0200601217 6235120.735665218, 910902.8045815135 6235114.198579044, 910900.7827623514 6235113.79846136, 910901.0293318386 6235111.248158979)));8020;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4728;MULTIPOLYGON (((911202.4582228267 6233987.333371197, 911208.7878795279 6233990.433686185, 911210.9854638902 6233985.500348755, 911208.907558835 6233984.3196462765, 911209.2657507546 6233983.330303902, 911205.1729901619 6233981.527154115, 911202.4582228267 6233987.333371197)));8021;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4729;MULTIPOLYGON (((912040.0504426518 6234523.696864231, 912040.3476546417 6234514.696562434, 912036.684659756 6234514.686838432, 912036.6914026708 6234512.017396895, 912027.6983832049 6234511.942908945, 912027.3168005873 6234523.498852838, 912040.0504426518 6234523.696864231)));8022;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4730;MULTIPOLYGON (((911317.518904239 6234219.152262672, 911312.9648671355 6234219.00239839, 911313.1887947158 6234214.671570696, 911302.4615837561 6234214.096100594, 911301.8857705055 6234226.646798485, 911317.1743050183 6234227.149900693, 911317.518904239 6234219.152262672)));8023;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4731;MULTIPOLYGON (((911024.1299815289 6233852.10344222, 911031.2933680095 6233859.569176183, 911033.2999802523 6233857.966578761, 911026.8091166116 6233849.855526746, 911024.1299815289 6233852.10344222)));8024;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4732;MULTIPOLYGON (((910990.8335802933 6235392.9530896945, 910986.8814169472 6235389.374933688, 910982.5704297622 6235394.238824588, 910985.3504546133 6235396.33240727, 910986.2776974683 6235395.361766847, 910987.8673256745 6235396.526353519, 910990.8335802933 6235392.9530896945)));8025;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4733;MULTIPOLYGON (((911716.0694454486 6234795.467227183, 911717.6641861874 6234801.415297762, 911723.9027280225 6234799.841238885, 911721.3212230124 6234794.194335466, 911716.0694454486 6234795.467227183)));8026;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.4734;MULTIPOLYGON (((910806.3479761505 6234819.150440931, 910806.8134931388 6234827.285881875, 910814.5566012209 6234826.983932643, 910814.0170759605 6234818.623590796, 910806.3479761505 6234819.150440931)));8027;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4735;MULTIPOLYGON (((911629.968266731 6233799.291836392, 911629.6180923916 6233802.50615001, 911633.7584643112 6233802.865069246, 911634.0309751867 6233799.536960019, 911629.968266731 6233799.291836392)));8029;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4736;MULTIPOLYGON (((911624.9812801519 6233355.182603844, 911631.6498105486 6233352.955140368, 911630.7616915393 6233350.256193906, 911634.0552931807 6233349.1411241675, 911630.8106176386 6233341.358870824, 911620.9224836342 6233344.926322344, 911624.9812801519 6233355.182603844)));8031;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4737;MULTIPOLYGON (((912145.2979274216 6234618.420169511, 912152.7008997931 6234616.1063351035, 912150.3483978354 6234608.464559908, 912146.401120096 6234609.668974803, 912145.6503582819 6234607.753158121, 912142.2723011638 6234608.976382242, 912145.2979274216 6234618.420169511)));8032;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.4738;MULTIPOLYGON (((911988.417116167 6234665.630951219, 912033.0225487936 6234665.768930113, 912033.1455230358 6234654.649401987, 911999.6950586031 6234654.434773464, 911999.733624824 6234631.076511211, 911988.5822074813 6234631.042045333, 911988.417116167 6234665.630951219)));8033;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.4739;MULTIPOLYGON (((912252.8702733964 6234223.30461462, 912256.1845160029 6234233.870382916, 912261.3335065298 6234233.261928333, 912257.7307125514 6234221.574255331, 912252.8702733964 6234223.30461462)));8034;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4740;MULTIPOLYGON (((912091.1782911662 6235243.890496727, 912096.4854073229 6235243.398402006, 912096.0515021224 6235236.821175305, 912085.366962245 6235237.469341352, 912085.7935373237 6235244.268795711, 912091.1782911662 6235243.890496727)));8035;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4741;MULTIPOLYGON (((912402.2315000237 6235429.925611248, 912392.0746312123 6235424.472761355, 912386.9168626699 6235432.756032186, 912396.6414571655 6235438.973221542, 912402.2315000237 6235429.925611248)));8036;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4742;MULTIPOLYGON (((911758.2755018756 6234357.366430942, 911755.6585938751 6234357.7250756975, 911756.247569584 6234362.082701076, 911761.7290077307 6234361.262343424, 911761.0587152607 6234356.902035715, 911758.2755018756 6234357.366430942)));8037;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4743;MULTIPOLYGON (((911754.3240495118 6233487.145721901, 911750.6524175092 6233484.911163215, 911748.7458890062 6233488.407874163, 911752.1661981209 6233490.856618347, 911754.3240495118 6233487.145721901)));8038;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4744;MULTIPOLYGON (((912382.2116984425 6235594.670395509, 912378.4143527295 6235583.977416218, 912372.4868944403 6235586.006042303, 912371.2186563282 6235582.515793268, 912366.1929029917 6235584.351782426, 912371.3398089997 6235598.537692421, 912382.2116984425 6235594.670395509)));8040;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4745;MULTIPOLYGON (((911547.0427315625 6233635.044395616, 911543.9273939254 6233638.167629556, 911546.7637470942 6233641.041971672, 911549.875424522 6233638.029855008, 911547.0427315625 6233635.044395616)));8041;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4746;MULTIPOLYGON (((911488.2546625393 6234527.556987294, 911499.40337285 6234530.1489103325, 911500.6809054848 6234525.964034488, 911498.5812718502 6234525.449933424, 911499.7291076253 6234520.259664139, 911490.3620632858 6234517.948894437, 911488.2546625393 6234527.556987294)));8042;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4747;MULTIPOLYGON (((912160.2938430964 6234226.140781754, 912171.6154066583 6234223.51147159, 912169.8399031325 6234218.113463388, 912158.5109887114 6234220.965006841, 912160.2938430964 6234226.140781754)));8043;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4748;MULTIPOLYGON (((911549.3739377666 6233981.955895932, 911553.3222615729 6233983.198329168, 911555.046807612 6233977.804571642, 911551.1834664255 6233976.453700882, 911549.3739377666 6233981.955895932)));8044;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4749;MULTIPOLYGON (((912057.4655693229 6234115.401173518, 912061.6748473742 6234111.201960879, 912056.1137031498 6234104.566605986, 912051.812093514 6234109.09648251, 912057.4655693229 6234115.401173518)));8046;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4750;MULTIPOLYGON (((912352.7534649742 6234516.488758926, 912356.1036368995 6234523.496197742, 912359.7404361909 6234521.836694682, 912356.3865924354 6234514.940368543, 912352.7534649742 6234516.488758926)));8047;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4751;MULTIPOLYGON (((910963.5362910479 6233855.229422634, 910951.6214170908 6233853.614419002, 910950.0839589611 6233863.241435903, 910952.1134737694 6233863.419340283, 910953.2562754904 6233855.892841183, 910963.2229550967 6233857.332611004, 910963.5362910479 6233855.229422634)));8049;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4752;MULTIPOLYGON (((912619.2811965707 6235293.282313029, 912605.1901514233 6235300.935888921, 912607.7816989992 6235306.249786273, 912621.6251311688 6235298.699252182, 912619.2811965707 6235293.282313029)));8050;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4753;MULTIPOLYGON (((912270.5691677134 6234207.537910644, 912274.2606165393 6234219.006050473, 912279.5869582873 6234217.958527191, 912276.3094757737 6234206.281595842, 912270.5691677134 6234207.537910644)));8051;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4754;MULTIPOLYGON (((911000.8131056651 6234435.324610505, 910999.0386848605 6234434.821361219, 911000.9362573995 6234429.099471845, 910993.923536243 6234426.9780340055, 910990.0251799992 6234439.085838183, 910998.6423669825 6234441.927406963, 911000.8131056651 6234435.324610505)));8052;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4755;MULTIPOLYGON (((912026.0859425075 6234488.785945876, 912026.8747151736 6234479.690637186, 912025.4219839561 6234479.308959834, 912023.8236955163 6234488.266302584, 912026.0859425075 6234488.785945876)));8055;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4756;MULTIPOLYGON (((911389.3773811522 6233554.656887853, 911395.0724477149 6233549.83871261, 911390.3572021335 6233544.677865099, 911384.9801423404 6233549.728984817, 911389.3773811522 6233554.656887853)));8056;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4757;MULTIPOLYGON (((912503.3769039308 6235593.11806519, 912448.8887050896 6235508.110624612, 912457.2566144695 6235469.232641929, 912448.2830954985 6235467.378396871, 912439.1581678279 6235509.457168865, 912495.7203404641 6235598.203937168, 912503.3769039308 6235593.11806519)));8058;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4758;MULTIPOLYGON (((911548.89125236 6233873.039773559, 911546.841383491 6233878.422820659, 911556.4943951657 6233881.966671045, 911559.4673542434 6233873.276950526, 911550.058310262 6233869.741132827, 911548.89125236 6233873.039773559)));8059;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4759;MULTIPOLYGON (((911400.6815992312 6234457.709373278, 911400.9007876819 6234460.94242399, 911404.3052120525 6234461.38821436, 911403.7863568254 6234457.366647825, 911400.6815992312 6234457.709373278)));8060;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4760;MULTIPOLYGON (((911758.7548822332 6233668.829923948, 911756.6176203096 6233666.9796655215, 911755.5163754232 6233668.278191393, 911752.8984655775 6233666.189612481, 911750.8622994715 6233668.680913322, 911755.2958181996 6233672.497906114, 911758.7548822332 6233668.829923948)));8062;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4761;MULTIPOLYGON (((911503.7710476341 6234367.888594041, 911501.1785288167 6234374.922293091, 911512.8601427462 6234378.64414404, 911514.0710282743 6234374.012126454, 911512.4629260967 6234373.402977116, 911513.1126890712 6234370.977192266, 911503.7710476341 6234367.888594041)));8063;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4762;MULTIPOLYGON (((911626.3427061233 6234818.315903726, 911631.6830844495 6234816.823389427, 911626.6788927722 6234805.646134213, 911621.5604773429 6234807.813381847, 911626.3427061233 6234818.315903726)));8064;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.4763;MULTIPOLYGON (((910795.8472327153 6234861.297464658, 910795.2566177172 6234854.492739847, 910799.588150118 6234853.9675367195, 910799.4802422546 6234852.295468982, 910792.3657910427 6234853.28548389, 910793.4041660471 6234861.328493246, 910795.8472327153 6234861.297464658)));8065;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4764;MULTIPOLYGON (((911818.2593262244 6234039.429741343, 911816.488515937 6234038.815149404, 911814.5108676465 6234051.875793753, 911823.0169218783 6234053.157496939, 911824.9286118338 6234042.096931617, 911818.2593262244 6234039.429741343)));8067;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4765;MULTIPOLYGON (((911480.5783088724 6234028.967496269, 911475.5427548031 6234048.379208098, 911484.9918223859 6234050.692641474, 911489.8574358909 6234031.497811704, 911480.5783088724 6234028.967496269)));8069;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4766;MULTIPOLYGON (((912146.6345299117 6234383.555968294, 912115.963545688 6234414.245025482, 912128.1521335433 6234427.00600603, 912159.6043792347 6234397.310577742, 912146.6345299117 6234383.555968294)));8070;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4767;MULTIPOLYGON (((911390.0979107083 6233532.767035964, 911392.1357025547 6233535.170076937, 911406.601602535 6233535.979968907, 911407.5904849239 6233530.673174082, 911390.2853093442 6233529.547348781, 911390.0979107083 6233532.767035964)));8071;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4768;MULTIPOLYGON (((912125.2232908723 6234151.677425161, 912123.3520492439 6234163.962845144, 912128.993255629 6234165.706505562, 912129.6666877317 6234152.714099773, 912125.2232908723 6234151.677425161)));8072;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4769;MULTIPOLYGON (((912032.3512210359 6234158.510210179, 912048.632267819 6234165.944470931, 912051.8020603212 6234158.707548938, 912036.2235525097 6234152.186368386, 912032.3512210359 6234158.510210179)));8073;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4770;MULTIPOLYGON (((912331.257076564 6234169.499222162, 912332.7701234827 6234175.444784845, 912342.2807105891 6234173.423305616, 912341.0153143138 6234167.374693032, 912331.257076564 6234169.499222162)));8076;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.4771;MULTIPOLYGON (((911701.4346575162 6233844.250923647, 911710.029659685 6233845.312928567, 911711.8078450056 6233833.358025661, 911707.1905230911 6233832.6496227, 911706.7106252211 6233834.858528892, 911703.0655644585 6233834.293417828, 911701.4346575162 6233844.250923647)));8078;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4772;MULTIPOLYGON (((912415.6944770883 6235426.477785146, 912420.1365130931 6235425.067456876, 912418.7869562879 6235421.574504142, 912413.2695481358 6235423.505432027, 912414.7817210127 6235427.003763691, 912415.6944770883 6235426.477785146)));8079;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.4773;MULTIPOLYGON (((912349.2344455579 6234477.662181533, 912351.4126336563 6234483.18479028, 912353.1460500386 6234482.463462305, 912351.0528565845 6234476.832427499, 912349.2344455579 6234477.662181533)));8081;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4774;MULTIPOLYGON (((911760.0170374025 6234410.705880789, 911760.9188825015 6234410.513150284, 911760.0405779547 6234402.586434421, 911752.5261810032 6234403.339750737, 911753.1605356385 6234411.258420426, 911760.0170374025 6234410.705880789)));8083;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4775;MULTIPOLYGON (((912137.4595262186 6234316.043937178, 912126.040436229 6234311.773432327, 912123.0767447285 6234315.235087188, 912134.0708721323 6234320.047728821, 912137.4595262186 6234316.043937178)));8084;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4776;MULTIPOLYGON (((912004.9993616757 6234723.075572901, 912007.366689272 6234722.87564823, 912006.3585401184 6234711.496306312, 912003.1725467523 6234711.836054772, 912004.9993616757 6234723.075572901)));8085;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.4777;MULTIPOLYGON (((912454.4806172568 6234633.092255619, 912455.6374357605 6234632.574351198, 912450.5559786798 6234616.388211108, 912449.4915040792 6234616.575463426, 912447.0621474943 6234611.2669843165, 912444.5119060336 6234612.0724962065, 912454.4806172568 6234633.092255619)));8086;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4778;MULTIPOLYGON (((910911.77966936 6234459.318541106, 910911.4965897847 6234462.980010447, 910915.5406409847 6234463.780256437, 910916.7172094842 6234457.700957311, 910912.4401465624 6234456.559350908, 910911.77966936 6234459.318541106)));8087;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.4779;MULTIPOLYGON (((911656.9059032027 6234414.647851174, 911660.6927800851 6234420.77941255, 911669.5045924301 6234420.179994052, 911664.0349106367 6234410.76711602, 911656.9059032027 6234414.647851174)));8088;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.4780;MULTIPOLYGON (((911887.7130193 6233405.003091194, 911885.5003392671 6233398.033407109, 911874.432473493 6233400.337942132, 911875.9058414083 6233407.505704682, 911887.7130193 6233405.003091194)));8089;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4781;MULTIPOLYGON (((911434.402443952 6233591.734743217, 911438.0276783835 6233587.960825697, 911436.6853087519 6233586.693029582, 911432.7603622108 6233589.678425778, 911434.402443952 6233591.734743217)));8090;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4782;MULTIPOLYGON (((911010.564292049 6235203.723779096, 911010.6210074043 6235206.951453697, 911015.5845436932 6235207.003350486, 911015.6483448918 6235200.108886498, 911010.5258357965 6235199.940530254, 911010.564292049 6235203.723779096)));8091;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.4783;MULTIPOLYGON (((911616.6256661012 6233724.879972078, 911624.901306084 6233720.814460501, 911622.6115808224 6233716.17831403, 911620.4604249265 6233717.219790633, 911618.2593466812 6233712.364094142, 911611.9685366091 6233715.493890353, 911616.6256661012 6233724.879972078)));8092;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4784;MULTIPOLYGON (((911457.033772439 6233483.023229739, 911462.3386078542 6233482.641718194, 911460.801224569 6233462.5685286485, 911450.6795118093 6233463.347625982, 911452.0542634267 6233483.415457175, 911457.033772439 6233483.023229739)));8094;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.4785;MULTIPOLYGON (((911808.1116881139 6233177.011458325, 911806.8770007025 6233177.415686909, 911808.467776008 6233181.027731394, 911814.4858706171 6233178.778995349, 911812.98009794 6233175.058515683, 911808.1116881139 6233177.011458325)));8095;Boundary4;yes;yes;1;0.0;0
